name,original_name,type,network,handshake_ms,original_server,original_ip,original_provider,bug_sni,output_server,port,status,tier,bug_best_delay_ms,bug_avg_delay_ms,bug_jitter_ms,bug_success_count,ws_upgrade_ms,ws_success_count,ws_status,real_check_ms,real_check_status,real_check_success,original_best_delay_ms,original_success_count,attempts,score,source,reason
@Rayan_Config 9.99,,vless,ws,,69.84.182.20,,,rAyAn-cOnFiG-sg-1.pArSa.dPdNs.oRg,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: The read operation timed out
آموزش ایجاد سریع کانفیگ شخصی : https://telegraph.rayan.dpdns.org/persi,,vless,ws,,bitpay.com,,,rAyAn-007.pArAsToO.DpDnS.OrG,104.17.3.81,443,dead,,,,,0,,0,403,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 403
Fast Deploy Your Own Worker For Creation Of Configs : https://telegrap,,vless,ws,,digitalocean.com,,,paRMis-1Tk63J.PArMiS.WoRkeRs.DeV,104.17.3.81,443,dead,,,,,0,,0,429,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 429
Fast Deploy Your Own Worker For Creation Of Configs : https://telegrap,,vless,ws,,change.org,,,rAyAn-007.lEiLa.dPdNs.oRg,104.17.3.81,443,dead,,,,,0,,0,403,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 403
@Rayan_Config 8.8,,vless,ws,,104.18.32.47,,,rAyAn-cOnFiG-uk-1.pAriSa.dPdNs.oRg,104.17.3.81,443,dead,,,,,0,,0,526,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 526
@Rayan_Config 8.8,,vless,ws,,69.84.182.20,,,rAyAn-cOnFiG-uk-1.pAriSa.dPdNs.oRg,104.17.3.81,443,dead,,,,,0,,0,526,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 526
@Rayan_Config 8.88,,vless,ws,,transferwise.com,,,rAyAn-cOnFiG-uk-1.pArSa.dPdNs.oRg,104.17.3.81,443,dead,,,,,0,,0,526,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 526
Fast Deploy Your Own Worker For Creation Of Configs : https://telegrap,,vless,ws,,www.speedtest.net,,,Parsa-0ShPE1.pARsa-E06.wOrkERs.Dev,104.17.3.81,443,dead,,,,,0,,0,403,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 403
@Rayan_Config 2.2,,vless,ws,,104.18.32.47,,,rAyAn-cOnFiG-de-1.pAriSa.dPdNs.oRg,104.17.3.81,443,dead,,,,,0,,0,526,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 526
@Rayan_Config 2.22,,vless,ws,,208.103.161.110,,,rAyAn-cOnFiG-de-1.pArSa.dPdNs.oRg,104.17.3.81,443,dead,,,,,0,,0,526,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 526
@Rayan_Config 2.2,,vless,ws,,208.103.161.110,,,rAyAn-cOnFiG-de-1.pAriSa.dPdNs.oRg,104.17.3.81,443,dead,,,,,0,,0,526,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 526
@Rayan_Config 2.22,,vless,ws,,69.84.182.20,,,rAyAn-cOnFiG-de-1.pArSa.dPdNs.oRg,104.17.3.81,443,dead,,,,,0,,0,526,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 526
Fast Deploy Your Own Worker For Creation Of Configs : https://telegrap,,vless,ws,,usa.visa.com,,,PaRiSA-CC5Zk0.paRISa-44c.woRKeRs.dev,104.17.3.81,443,dead,,,,,0,,0,403,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 403
آموزش ایجاد سریع کانفیگ شخصی : https://telegraph.rayan-config.workers.,,vless,ws,,mybb.com,,,rAyAn-007.nAsTaRaN.DpDnS.OrG,104.17.3.81,443,dead,,,,,0,,0,429,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 429
AKUN-055-1PASSWORD-VLESS-WS-72MS,آموزش ایجاد سریع کانفیگ شخصی : https://telegraph.rayan-config.workers.,vless,ws,72,1password.com,172.66.1.143,1PASSWORD,rAyAn-007.fOtOn.dPdNs.oRg,104.17.3.81,443,alive,FAST ≤123ms,72,139,135,2,72,2,101,,,no,,0,2,193,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server alive + original skipped
@Rayan_Config 3.3,,vless,ws,,104.18.32.47,,,rAyAn-cOnFiG-fr-1.pAriSa.dPdNs.oRg,104.17.3.81,443,dead,,,,,0,,0,526,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 526
@Rayan_Config 3.33,,vless,ws,,194.76.18.25,,,rAyAn-cOnFiG-fr-1.pArSa.dPdNs.oRg,104.17.3.81,443,dead,,,,,0,,0,526,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 526
@Rayan_Config 3.3,,vless,ws,,194.76.18.25,,,rAyAn-cOnFiG-fr-1.pAriSa.dPdNs.oRg,104.17.3.81,443,dead,,,,,0,,0,526,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 526
@Rayan_Config 3.33,,vless,ws,,69.84.182.20,,,rAyAn-cOnFiG-fr-1.pArSa.dPdNs.oRg,104.17.3.81,443,dead,,,,,0,,0,526,,,no,,0,2,1000399,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server gagal: ws upgrade gagal: 526
AKUN-070-MEDIUM-VLESS-WS-94MS,Fast Deploy Your Own Worker For Creation Of Configs : https://telegrap,vless,ws,94,medium.com,162.159.152.4,MEDIUM,rAyAn-007.mAxImA.DpDnS.OrG,104.17.3.81,443,alive,FAST ≤123ms,94,160,132,2,94,2,101,,,no,,0,2,212,https://raw.githubusercontent.com/Rayan-Config/C-Sub/refs/heads/main/configs/proxy.txt,bug server alive + original skipped
AKUN-072-UNKNOWN-VLESS-WS-120MS,@v2reya88,vless,ws,120,172.64.53.74,172.64.53.74,UNKNOWN,fgnix832fx.fx6hsv0.ccwu.cc,104.17.3.81,443,alive,FAST ≤123ms,120,178,116,2,120,2,101,,,no,,0,2,224,https://raw.githubusercontent.com/MahsaNetConfigTopic/config/refs/heads/main/xray_final.txt,bug server alive + original skipped
🇮🇱,,vless,ws,447,188.114.97.6,,,picassooo.info,104.17.3.81,443,dead,,447,491,89,2,447,2,101,,,no,,0,2,527,https://raw.githubusercontent.com/MahsaNetConfigTopic/config/refs/heads/main/xray_final.txt,bug server alive + original skipped; handshake tinggi 447ms > 250ms
🔵@chillguy_vpn,,vless,ws,,172.64.32.75,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/MahsaNetConfigTopic/config/refs/heads/main/xray_final.txt,bug server gagal: ws upgrade gagal: The read operation timed out
@v2reya88,,vless,ws,79,154.17.233.100,,,t1s1.rittbo.kdns.fr,104.17.3.81,443,alive,FAST ≤123ms,79,153,148,2,79,2,101,,,no,,0,2,212,https://raw.githubusercontent.com/MahsaNetConfigTopic/config/refs/heads/main/xray_final.txt,bug server alive + original skipped
>>@oneclickvpnkeys::US,,vless,ws,,172.67.195.229,,,rapid-hat-441d.platovpn.workers.dev,104.17.3.81,443,dead,,,,,0,,0,429,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: 429
>>@configV2rayNG::NL,,vless,ws,,151.101.109.223,,,default.ssl.fastly.net,104.17.3.81,443,dead,,,,,0,,0,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1016),,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1016)
>>@configshub2::US,,vless,ws,86,nuclear.us.kg,,,nuclear.us.kg,104.17.3.81,443,alive,FAST ≤123ms,86,163,154,2,86,2,101,,,no,,0,2,224,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped
>>@FreakConfig::GB,,vless,ws,492,188.114.97.6,,,ws23.iranservicepro.com,104.17.3.81,443,dead,,492,533,82,2,492,2,101,,,no,,0,2,565,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped; handshake tinggi 492ms > 250ms
>>@v2rayng_fast::DE,,vless,ws,,cms.umtheme.com,,,sni.mmadcoffee.info,104.17.3.81,443,dead,,,,,0,,0,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1016),,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1016)
>>@prrofile_purple::DE,,vless,ws,,mail.mmadcoffee.info,,,sni.mmadcoffee.info,104.17.3.81,443,dead,,,,,0,,0,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1016),,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1016)
>>@configshub2::US,,vless,ws,,cf.008500.xyz,,,powered-by-surena.user68f797c2f3e1b.workers.dev,104.17.3.81,443,dead,,,,,0,,0,429,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: 429
>>@oneclickvpnkeys::CL,,vless,ws,418,108.162.195.45,,,picassooo.info,104.17.3.81,443,dead,,418,488,141,2,418,2,101,,,no,,0,2,544,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped; handshake tinggi 418ms > 250ms
>>@oneclickvpnkeys::CL,,vless,ws,490,162.159.44.45,,,picassooo.info,104.17.3.81,443,dead,,490,546,113,2,490,2,101,,,no,,0,2,591,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped; handshake tinggi 490ms > 250ms
>>@oneclickvpnkeys::CL,,vless,ws,400,172.64.35.45,,,picassooo.info,104.17.3.81,443,dead,,400,479,159,2,400,2,101,,,no,,0,2,543,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped; handshake tinggi 400ms > 250ms
>>@oneclickvpnkeys::CL,,vless,ws,463,cosmin.ns.cloudflare.com,,,picassooo.info,104.17.3.81,443,dead,,463,561,197,2,463,2,101,,,no,,0,2,640,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped; handshake tinggi 463ms > 250ms
AKUN-071-UNKNOWN-VLESS-WS-110MS,>>@oneclickvpnkeys::US,vless,ws,110,162.159.43.233,162.159.43.233,UNKNOWN,tohidza.et6m22266a.workers.dev,104.17.3.81,443,alive,FAST ≤123ms,110,167,115,2,110,2,101,,,no,,0,2,213,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped
AKUN-062-UNKNOWN-VLESS-WS-88MS,>>@oneclickvpnkeys::US,vless,ws,88,104.19.35.49,104.19.35.49,UNKNOWN,filter.elitesilver002.workers.dev,104.17.3.81,443,alive,FAST ≤123ms,88,152,128,2,88,2,101,,,no,,0,2,203,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped
>>@oneclickvpnkeys::US,,vless,ws,,python-graysongon.wasmer.app,,,python-graysongon.wasmer.app,104.17.3.81,443,dead,,,,,0,,0,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1016),,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1016)
>>@oneclickvpnkeys::DE,,vless,ws,590,104.16.0.0,,,tr-cd.sublink-vip2.com,104.17.3.81,443,dead,,590,626,72,2,590,2,101,,,no,,0,2,654,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped; handshake tinggi 590ms > 250ms
>>@oneclickvpnkeys::US,,vless,ws,82,198.41.223.121,,,momi.timoreyhaneh.workers.dev,104.17.3.81,443,alive,FAST ≤123ms,82,160,157,2,82,2,101,,,no,,0,2,223,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped
>>@oneclickvpnkeys::US,,vless,ws,77,162.159.44.195,,,hhlfy.twiladaphne.ndjp.net,104.17.3.81,443,alive,FAST ≤123ms,77,156,159,2,77,2,101,,,no,,0,2,220,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped
>>@oneclickvpnkeys::US,,vless,ws,83,104.18.34.124,,,hhlfy.twiladaphne.ndjp.net,104.17.3.81,443,alive,FAST ≤123ms,83,165,164,2,83,2,101,,,no,,0,2,230,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped
AKUN-061-UNKNOWN-VLESS-WS-77MS,>>@configshub2::US,vless,ws,77,104.27.14.95,104.27.14.95,UNKNOWN,DaYiJoon.mbs-SAteHi.WorkeRs.DeV,104.17.3.81,443,alive,FAST ≤123ms,77,147,140,2,77,2,101,,,no,,0,2,203,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped
>>@oneclickvpnkeys::US,,vless,ws,83,162.159.12.41,,,hhlfy.twiladaphne.ndjp.net,104.17.3.81,443,alive,FAST ≤123ms,83,149,133,2,83,2,101,,,no,,0,2,202,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped
>>@oneclickvpnkeys::US,,vless,ws,87,162.159.60.231,,,hhlfy.twiladaphne.ndjp.net,104.17.3.81,443,alive,FAST ≤123ms,87,152,131,2,87,2,101,,,no,,0,2,204,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped
>>@oneclickvpnkeys::US,,vless,ws,79,yd.mmhh.eu.cc,,,hhlfy.twiladaphne.ndjp.net,104.17.3.81,443,alive,FAST ≤123ms,79,138,119,2,79,2,101,,,no,,0,2,186,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped
>>@oneclickvpnkeys::US,,vless,ws,93,dx.mmhh.eu.cc,,,hhlfy.twiladaphne.ndjp.net,104.17.3.81,443,alive,FAST ≤123ms,93,162,138,2,93,2,101,,,no,,0,2,217,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped
>>@oneclickvpnkeys::US,,vless,ws,90,172.67.185.178,,,hhlfy.twiladaphne.ndjp.net,104.17.3.81,443,alive,FAST ≤123ms,90,152,125,2,90,2,101,,,no,,0,2,202,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped
>>@oneclickvpnkeys::US,,vless,ws,85,nexusmods.com,,,t1s1.rittbo.kdns.fr,104.17.3.81,443,alive,FAST ≤123ms,85,158,147,2,85,2,101,,,no,,0,2,217,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped
>>@FreakConfig::KR,,vless,ws,71,47.80.60.254,,,t1s1.rittbo.kdns.fr,104.17.3.81,443,alive,FAST ≤123ms,71,154,167,2,71,2,101,,,no,,0,2,221,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server alive + original skipped
>>@oneclickvpnkeys::FI,,vless,ws,,141.193.213.30,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@oneclickvpnkeys::FI,,vless,ws,,141.193.213.10,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@oneclickvpnkeys::FI,,vless,ws,,162.159.193.138,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@oneclickvpnkeys::FI,,vless,ws,,162.159.36.20,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@configV2rayNG::FI,,vless,ws,,104.17.108.189,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@oneclickvpnkeys::FI,,vless,ws,,104.17.121.71,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@oneclickvpnkeys::FI,,vless,ws,,108.162.192.75,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@oneclickvpnkeys::FI,,vless,ws,,141.193.213.11,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@oneclickvpnkeys::FI,,vless,ws,,141.193.213.21,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@oneclickvpnkeys::FI,,vless,ws,,172.66.47.45,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@oneclickvpnkeys::FI,,vless,ws,,172.67.70.149,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@oneclickvpnkeys::FI,,vless,ws,,172.64.146.138,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@oneclickvpnkeys::FI,,vless,ws,,173.245.58.75,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@oneclickvpnkeys::FI,,vless,ws,,172.64.146.68,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@oneclickvpnkeys::FI,,vless,ws,,172.64.147.137,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@oneclickvpnkeys::FI,,vless,ws,,162.159.36.5,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@oneclickvpnkeys::FI,,vless,ws,,185.18.250.245,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
>>@oneclickvpnkeys::FI,,vless,ws,,185.18.250.252,,,octopusss4.com,104.17.3.81,443,dead,,,,,0,,0,The read operation timed out,,,no,,0,2,1000399,https://raw.githubusercontent.com/arshiacomplus/v2rayExtractor/refs/heads/main/mix/sub.html,bug server gagal: ws upgrade gagal: The read operation timed out
